,,,CH1 T,CH1 V,CH2 T,CH2 V
,,,-0.18,2.08,0.504,-0.0144,,,,
,,,-0.1798,2.08,0.504,-0.0144,,,,
,,,-0.1796,2.08,0.504,-0.0144,,,,
,,,-0.1794,2.08,0.504,-0.0144,,,,
,,,-0.1792,2.08,0.532,-0.0152,,,,
,,,-0.179,2.08,0.532,-0.0152,,,,
,,,-0.1788,2.16,0.532,-0.0152,,,,
,,,-0.1786,2.08,0.56,-0.016,,,,
,,,-0.1784,2.08,0.532,-0.0152,,,,
,,,-0.1782,2.08,0.56,-0.016,,,,
,,,-0.178,2.08,0.532,-0.0152,,,,
,,,-0.1778,2.08,0.588,-0.0168,,,,
,,,-0.1776,2.08,0.56,-0.016,,,,
,,,-0.1774,2.08,0.56,-0.016,,,,
,,,-0.1772,2.08,0.56,-0.016,,,,
,,,-0.177,2.08,0.56,-0.016,,,,
,,,-0.1768,2.08,0.588,-0.0168,,,,
,,,-0.1766,2.08,0.588,-0.0168,,,,
,,,-0.1764,2.08,0.56,-0.016,,,,
,,,-0.1762,2.08,0.56,-0.016,,,,
,,,-0.176,2.08,0.56,-0.016,,,,
,,,-0.1758,2.16,0.56,-0.016,,,,
,,,-0.1756,2.08,0.56,-0.016,,,,
,,,-0.1754,2.08,0.616,-0.0176,,,,
,,,-0.1752,2.08,0.56,-0.016,,,,
,,,-0.175,2.08,0.56,-0.016,,,,
,,,-0.1748,2.08,0.588,-0.0168,,,,
,,,-0.1746,2.08,0.56,-0.016,,,,
,,,-0.1744,2.08,0.616,-0.0176,,,,
,,,-0.1742,2.08,0.616,-0.0176,,,,
,,,-0.174,2,0.588,-0.0168,,,,
,,,-0.1738,2.08,0.588,-0.0168,,,,
,,,-0.1736,2.08,0.588,-0.0168,,,,
,,,-0.1734,2,0.616,-0.0176,,,,
,,,-0.1732,2,0.588,-0.0168,,,,
,,,-0.173,2.08,0.616,-0.0176,,,,,-0.226
,,,-0.1728,2.08,0.588,-0.0168,,,,,-0.173
,,,-0.1726,2.08,0.644,-0.0184,,,,,0.106
,,,-0.1724,2,0.644,-0.0184,,,,,9.433962264
,,,-0.1722,2,0.644,-0.0184,,,,,
,,,-0.172,2,0.644,-0.0184,,,,,
,,,-0.1718,2,0.588,-0.0168,,,,,
,,,-0.1716,2,0.616,-0.0176,,,,,
,,,-0.1714,2,0.644,-0.0184,,,,,
,,,-0.1712,2,0.644,-0.0184,,,,,
,,,-0.171,1.92,0.616,-0.0176,,,,,
,,,-0.1708,2,0.644,-0.0184,,,,,
,,,-0.1706,1.92,0.616,-0.0176,,,,,
,,,-0.1704,1.92,0.644,-0.0184,,,,,
,,,-0.1702,1.92,0.616,-0.0176,,,,,
,,,-0.17,1.92,0.616,-0.0176,,,,,
,,,-0.1698,1.84,0.588,-0.0168,,,,,
,,,-0.1696,1.92,0.616,-0.0176,,,,,
,,,-0.1694,1.84,0.616,-0.0176,,,,,
,,,-0.1692,1.84,0.616,-0.0176,,,,,
,,,-0.169,1.92,0.616,-0.0176,,,,,
,,,-0.1688,1.84,0.616,-0.0176,,,,,
,,,-0.1686,1.84,0.616,-0.0176,,,,,
,,,-0.1684,1.84,0.644,-0.0184,,,,,
,,,-0.1682,1.84,0.616,-0.0176,,,,,
,,,-0.168,1.76,0.644,-0.0184,,,,,
,,,-0.1678,1.76,0.588,-0.0168,,,,,
,,,-0.1676,1.76,0.588,-0.0168,,,,,
,,,-0.1674,1.76,0.616,-0.0176,,,,,
,,,-0.1672,1.76,0.588,-0.0168,,,,,
,,,-0.167,1.76,0.588,-0.0168,,,,,
,,,-0.1668,1.68,0.616,-0.0176,,,,,
,,,-0.1666,1.68,0.588,-0.0168,,,,,
,,,-0.1664,1.68,0.616,-0.0176,,,,,
,,,-0.1662,1.68,0.616,-0.0176,,,,,
,,,-0.166,1.68,0.616,-0.0176,,,,,
,,,-0.1658,1.68,0.644,-0.0184,,,,,
,,,-0.1656,1.68,0.588,-0.0168,,,,,
,,,-0.1654,1.6,0.588,-0.0168,,,,,
,,,-0.1652,1.52,0.616,-0.0176,,,,,
,,,-0.165,1.6,0.616,-0.0176,,,,,
,,,-0.1648,1.52,0.588,-0.0168,,,,,
,,,-0.1646,1.52,0.588,-0.0168,,,,,
,,,-0.1644,1.52,0.588,-0.0168,,,,,
,,,-0.1642,1.44,0.644,-0.0184,,,,,
,,,-0.164,1.52,0.56,-0.016,,,,,
,,,-0.1638,1.44,0.56,-0.016,,,,,
,,,-0.1636,1.44,0.588,-0.0168,,,,,
,,,-0.1634,1.44,0.588,-0.0168,,,,,
,,,-0.1632,1.36,0.588,-0.0168,,,,,
,,,-0.163,1.36,0.56,-0.016,,,,,
,,,-0.1628,1.36,0.56,-0.016,,,,,
,,,-0.1626,1.36,0.56,-0.016,,,,,
,,,-0.1624,1.28,0.616,-0.0176,,,,,
,,,-0.1622,1.28,0.56,-0.016,,,,,
,,,-0.162,1.28,0.532,-0.0152,,,,,
,,,-0.1618,1.28,0.532,-0.0152,,,,,
,,,-0.1616,1.28,0.532,-0.0152,,,,,
,,,-0.1614,1.2,0.56,-0.016,,,,,
,,,-0.1612,1.2,0.56,-0.016,,,,,
,,,-0.161,1.2,0.56,-0.016,,,,,
,,,-0.1608,1.12,0.532,-0.0152,,,,,
,,,-0.1606,1.2,0.504,-0.0144,,,,,
,,,-0.1604,1.12,0.532,-0.0152,,,,,
,,,-0.1602,1.12,0.504,-0.0144,,,,,
,,,-0.16,1.04,0.476,-0.0136,,,,,
,,,-0.1598,1.04,0.504,-0.0144,,,,,
,,,-0.1596,1.04,0.504,-0.0144,,,,,
,,,-0.1594,0.96,0.504,-0.0144,,,,,
,,,-0.1592,0.96,0.476,-0.0136,,,,,
,,,-0.159,0.96,0.448,-0.0128,,,,,
,,,-0.1588,0.96,0.476,-0.0136,,,,,
,,,-0.1586,0.88,0.476,-0.0136,,,,,
,,,-0.1584,0.88,0.476,-0.0136,,,,,
,,,-0.1582,0.88,0.476,-0.0136,,,,,
,,,-0.158,0.88,0.476,-0.0136,,,,,
,,,-0.1578,0.88,0.476,-0.0136,,,,,
,,,-0.1576,0.8,0.448,-0.0128,,,,,
,,,-0.1574,0.8,0.448,-0.0128,,,,,
,,,-0.1572,0.8,0.42,-0.012,,,,,
,,,-0.157,0.72,0.42,-0.012,,,,,
,,,-0.1568,0.8,0.448,-0.0128,,,,,
,,,-0.1566,0.72,0.392,-0.0112,,,,,
,,,-0.1564,0.72,0.392,-0.0112,,,,,
,,,-0.1562,0.64,0.392,-0.0112,,,,,
,,,-0.156,0.64,0.42,-0.012,,,,,
,,,-0.1558,0.64,0.392,-0.0112,,,,,
,,,-0.1556,0.56,0.392,-0.0112,,,,,
,,,-0.1554,0.56,0.392,-0.0112,,,,,
,,,-0.1552,0.48,0.336,-0.0096,,,,,
,,,-0.155,0.48,0.364,-0.0104,,,,,
,,,-0.1548,0.48,0.364,-0.0104,,,,,
,,,-0.1546,0.48,0.308,-0.0088,,,,,
,,,-0.1544,0.4,0.308,-0.0088,,,,,
,,,-0.1542,0.4,0.336,-0.0096,,,,,
,,,-0.154,0.32,0.336,-0.0096,,,,,
,,,-0.1538,0.32,0.336,-0.0096,,,,,
,,,-0.1536,0.32,0.308,-0.0088,,,,,
,,,-0.1534,0.32,0.28,-0.008,,,,,
,,,-0.1532,0.24,0.308,-0.0088,,,,,
,,,-0.153,0.24,0.28,-0.008,,,,,
,,,-0.1528,0.24,0.252,-0.0072,,,,,
,,,-0.1526,0.24,0.252,-0.0072,,,,,
,,,-0.1524,0.24,0.28,-0.008,,,,,
,,,-0.1522,0.16,0.224,-0.0064,,,,,
,,,-0.152,0.16,0.252,-0.0072,,,,,
,,,-0.1518,0.08,0.252,-0.0072,,,,,
,,,-0.1516,0.16,0.196,-0.0056,,,,,
,,,-0.1514,0.16,0.224,-0.0064,,,,,
,,,-0.1512,0.08,0.196,-0.0056,,,,,
,,,-0.151,0.08,0.196,-0.0056,,,,,
,,,-0.1508,0,0.196,-0.0056,,,,,
,,,-0.1506,0,0.168,-0.0048,,,,,
,,,-0.1504,0,0.168,-0.0048,,,,,
,,,-0.1502,-0.08,0.168,-0.0048,,,,,
,,,-0.15,-0.08,0.14,-0.004,,,,,
,,,-0.1498,-0.08,0.112,-0.0032,,,,,
,,,-0.1496,-0.16,0.112,-0.0032,,,,,
,,,-0.1494,-0.16,0.112,-0.0032,,,,,
,,,-0.1492,-0.16,0.112,-0.0032,,,,,
,,,-0.149,-0.24,0.14,-0.004,,,,,
,,,-0.1488,-0.24,0.112,-0.0032,,,,,
,,,-0.1486,-0.24,0.084,-0.0024,,,,,
,,,-0.1484,-0.24,0.084,-0.0024,,,,,
,,,-0.1482,-0.32,0.056,-0.0016,,,,,
,,,-0.148,-0.32,0.056,-0.0016,,,,,
,,,-0.1478,-0.32,0.056,-0.0016,,,,,
,,,-0.1476,-0.4,0.028,-0.0008,,,,,
,,,-0.1474,-0.4,0.028,-0.0008,,,,,
,,,-0.1472,-0.48,0.028,-0.0008,,,,,
,,,-0.147,-0.48,0,0,,,,,
,,,-0.1468,-0.48,-0.028,0.0008,,,,,
,,,-0.1466,-0.56,-0.028,0.0008,,,,,
,,,-0.1464,-0.56,-0.028,0.0008,,,,,
,,,-0.1462,-0.56,-0.056,0.0016,,,,,
,,,-0.146,-0.56,-0.028,0.0008,,,,,
,,,-0.1458,-0.56,-0.056,0.0016,,,,,
,,,-0.1456,-0.56,-0.084,0.0024,,,,,
,,,-0.1454,-0.72,-0.084,0.0024,,,,,
,,,-0.1452,-0.64,-0.084,0.0024,,,,,
,,,-0.145,-0.72,-0.112,0.0032,,,,,
,,,-0.1448,-0.72,-0.084,0.0024,,,,,
,,,-0.1446,-0.8,-0.112,0.0032,,,,,
,,,-0.1444,-0.8,-0.084,0.0024,,,,,
,,,-0.1442,-0.8,-0.112,0.0032,,,,,
,,,-0.144,-0.8,-0.112,0.0032,,,,,
,,,-0.1438,-0.8,-0.14,0.004,,,,,
,,,-0.1436,-0.88,-0.14,0.004,,,,,
,,,-0.1434,-0.88,-0.168,0.0048,,,,,
,,,-0.1432,-0.88,-0.168,0.0048,,,,,
,,,-0.143,-0.88,-0.168,0.0048,,,,,
,,,-0.1428,-0.96,-0.168,0.0048,,,,,
,,,-0.1426,-0.96,-0.14,0.004,,,,,
,,,-0.1424,-1.04,-0.196,0.0056,,,,,
,,,-0.1422,-1.04,-0.196,0.0056,,,,,
,,,-0.142,-0.88,-0.196,0.0056,,,,,
,,,-0.1418,-1.04,-0.224,0.0064,,,,,
,,,-0.1416,-1.04,-0.224,0.0064,,,,,
,,,-0.1414,-1.12,-0.168,0.0048,,,,,
,,,-0.1412,-1.12,-0.224,0.0064,,,,,
,,,-0.141,-1.2,-0.224,0.0064,,,,,
,,,-0.1408,-1.2,-0.252,0.0072,,,,,
,,,-0.1406,-1.2,-0.224,0.0064,,,,,
,,,-0.1404,-1.28,-0.252,0.0072,,,,,
,,,-0.1402,-1.28,-0.28,0.008,,,,,
,,,-0.14,-1.36,-0.28,0.008,,,,,
,,,-0.1398,-1.28,-0.28,0.008,,,,,
,,,-0.1396,-1.36,-0.28,0.008,,,,,
,,,-0.1394,-1.28,-0.28,0.008,,,,,
,,,-0.1392,-1.36,-0.28,0.008,,,,,
,,,-0.139,-1.36,-0.308,0.0088,,,,,
,,,-0.1388,-1.44,-0.336,0.0096,,,,,
,,,-0.1386,-1.36,-0.308,0.0088,,,,,
,,,-0.1384,-1.44,-0.308,0.0088,,,,,
,,,-0.1382,-1.52,-0.364,0.0104,,,,,
,,,-0.138,-1.52,-0.336,0.0096,,,,,
,,,-0.1378,-1.52,-0.364,0.0104,,,,,
,,,-0.1376,-1.52,-0.364,0.0104,,,,,
,,,-0.1374,-1.44,-0.336,0.0096,,,,,
,,,-0.1372,-1.52,-0.392,0.0112,,,,,
,,,-0.137,-1.6,-0.364,0.0104,,,,,
,,,-0.1368,-1.52,-0.392,0.0112,,,,,
,,,-0.1366,-1.6,-0.392,0.0112,,,,,
,,,-0.1364,-1.6,-0.42,0.012,,,,,
,,,-0.1362,-1.6,-0.392,0.0112,,,,,
,,,-0.136,-1.68,-0.42,0.012,,,,,
,,,-0.1358,-1.6,-0.42,0.012,,,,,
,,,-0.1356,-1.68,-0.42,0.012,,,,,
,,,-0.1354,-1.68,-0.448,0.0128,,,,,
,,,-0.1352,-1.68,-0.448,0.0128,,,,,
,,,-0.135,-1.68,-0.476,0.0136,,,,,
,,,-0.1348,-1.68,-0.448,0.0128,,,,,
,,,-0.1346,-1.68,-0.448,0.0128,,,,,
,,,-0.1344,-1.68,-0.476,0.0136,,,,,
,,,-0.1342,-1.76,-0.476,0.0136,,,,,
,,,-0.134,-1.84,-0.476,0.0136,,,,,
,,,-0.1338,-1.76,-0.532,0.0152,,,,,
,,,-0.1336,-1.76,-0.504,0.0144,,,,,
,,,-0.1334,-1.84,-0.504,0.0144,,,,,
,,,-0.1332,-1.92,-0.504,0.0144,,,,,
,,,-0.133,-2,-0.504,0.0144,,,,,
,,,-0.1328,-1.84,-0.532,0.0152,,,,,
,,,-0.1326,-1.84,-0.532,0.0152,,,,,
,,,-0.1324,-1.92,-0.532,0.0152,,,,,
,,,-0.1322,-1.84,-0.504,0.0144,,,,,
,,,-0.132,-1.92,-0.56,0.016,,,,,
,,,-0.1318,-1.92,-0.588,0.0168,,,,,
,,,-0.1316,-1.92,-0.56,0.016,,,,,
,,,-0.1314,-1.92,-0.504,0.0144,,,,,
,,,-0.1312,-1.92,-0.56,0.016,,,,,
,,,-0.131,-2,-0.56,0.016,,,,,
,,,-0.1308,-2,-0.588,0.0168,,,,,
,,,-0.1306,-2,-0.56,0.016,,,,,
,,,-0.1304,-2,-0.588,0.0168,,,,,
,,,-0.1302,-2,-0.56,0.016,,,,,
,,,-0.13,-2,-0.588,0.0168,,,,,
,,,-0.1298,-2,-0.588,0.0168,,,,,
,,,-0.1296,-2,-0.616,0.0176,,,,,
,,,-0.1294,-2,-0.616,0.0176,,,,,
,,,-0.1292,-2.08,-0.56,0.016,,,,,
,,,-0.129,-2.08,-0.588,0.0168,,,,,
,,,-0.1288,-2,-0.644,0.0184,,,,,
,,,-0.1286,-2.08,-0.616,0.0176,,,,,
,,,-0.1284,-2.08,-0.644,0.0184,,,,,
,,,-0.1282,-2.08,-0.588,0.0168,,,,,
,,,-0.128,-2.08,-0.644,0.0184,,,,,
,,,-0.1278,-2.08,-0.644,0.0184,,,,,
,,,-0.1276,-2.08,-0.616,0.0176,,,,,
,,,-0.1274,-2.08,-0.616,0.0176,,,,,
,,,-0.1272,-2,-0.616,0.0176,,,,,
,,,-0.127,-2.08,-0.644,0.0184,,,,,
,,,-0.1268,-2.08,-0.616,0.0176,,,,,
,,,-0.1266,-2.16,-0.644,0.0184,,,,,
,,,-0.1264,-2.16,-0.616,0.0176,,,,,
,,,-0.1262,-2.08,-0.616,0.0176,,,,,
,,,-0.126,-2.08,-0.644,0.0184,,,,,
,,,-0.1258,-2.16,-0.644,0.0184,,,,,
,,,-0.1256,-2.08,-0.644,0.0184,,,,,
,,,-0.1254,-2.08,-0.644,0.0184,,,,,
,,,-0.1252,-2.08,-0.644,0.0184,,,,,
,,,-0.125,-2.08,-0.644,0.0184,,,,,
,,,-0.1248,-2.08,-0.644,0.0184,,,,,
,,,-0.1246,-2.16,-0.616,0.0176,,,,,
,,,-0.1244,-2.16,-0.644,0.0184,,,,,
,,,-0.1242,-2.08,-0.644,0.0184,,,,,
,,,-0.124,-2.08,-0.644,0.0184,,,,,
,,,-0.1238,-2.08,-0.644,0.0184,,,,,
,,,-0.1236,-2.08,-0.644,0.0184,,,,,
,,,-0.1234,-2,-0.644,0.0184,,,,,
,,,-0.1232,-2.08,-0.644,0.0184,,,,,
,,,-0.123,-2.08,-0.672,0.0192,,,,,
,,,-0.1228,-2.08,-0.672,0.0192,,,,,
,,,-0.1226,-2.08,-0.672,0.0192,,,,,
,,,-0.1224,-2.08,-0.672,0.0192,,,,,
,,,-0.1222,-2,-0.672,0.0192,,,,,
,,,-0.122,-2,-0.7,0.02,,,,,
,,,-0.1218,-2.08,-0.7,0.02,,,,,
,,,-0.1216,-2.08,-0.644,0.0184,,,,,
,,,-0.1214,-2,-0.672,0.0192,,,,,
,,,-0.1212,-2.08,-0.672,0.0192,,,,,
,,,-0.121,-2.08,-0.644,0.0184,,,,,
,,,-0.1208,-2,-0.644,0.0184,,,,,
,,,-0.1206,-2,-0.644,0.0184,,,,,
,,,-0.1204,-1.92,-0.7,0.02,,,,,
,,,-0.1202,-2,-0.672,0.0192,,,,,
,,,-0.12,-2,-0.644,0.0184,,,,,
,,,-0.1198,-2,-0.672,0.0192,,,,,
,,,-0.1196,-2,-0.672,0.0192,,,,,
,,,-0.1194,-1.92,-0.672,0.0192,,,,,
,,,-0.1192,-1.92,-0.672,0.0192,,,,,
,,,-0.119,-1.92,-0.7,0.02,,,,,
,,,-0.1188,-1.92,-0.672,0.0192,,,,,
,,,-0.1186,-1.92,-0.672,0.0192,,,,,
,,,-0.1184,-2,-0.672,0.0192,,,,,
,,,-0.1182,-1.92,-0.644,0.0184,,,,,
,,,-0.118,-1.84,-0.644,0.0184,,,,,
,,,-0.1178,-1.76,-0.672,0.0192,,,,,
,,,-0.1176,-1.84,-0.672,0.0192,,,,,
,,,-0.1174,-1.84,-0.672,0.0192,,,,,
,,,-0.1172,-1.84,-0.672,0.0192,,,,,
,,,-0.117,-1.76,-0.644,0.0184,,,,,
,,,-0.1168,-1.68,-0.644,0.0184,,,,,
,,,-0.1166,-1.76,-0.644,0.0184,,,,,
,,,-0.1164,-1.76,-0.644,0.0184,,,,,
,,,-0.1162,-1.68,-0.644,0.0184,,,,,
,,,-0.116,-1.68,-0.644,0.0184,,,,,
,,,-0.1158,-1.68,-0.644,0.0184,,,,,
,,,-0.1156,-1.6,-0.644,0.0184,,,,,
,,,-0.1154,-1.68,-0.616,0.0176,,,,,
,,,-0.1152,-1.6,-0.644,0.0184,,,,,
,,,-0.115,-1.6,-0.616,0.0176,,,,,
,,,-0.1148,-1.6,-0.616,0.0176,,,,,
,,,-0.1146,-1.6,-0.644,0.0184,,,,,
,,,-0.1144,-1.52,-0.616,0.0176,,,,,
,,,-0.1142,-1.52,-0.588,0.0168,,,,,
,,,-0.114,-1.52,-0.616,0.0176,,,,,
,,,-0.1138,-1.52,-0.56,0.016,,,,,
,,,-0.1136,-1.52,-0.588,0.0168,,,,,
,,,-0.1134,-1.52,-0.588,0.0168,,,,,
,,,-0.1132,-1.52,-0.588,0.0168,,,,,
,,,-0.113,-1.44,-0.56,0.016,,,,,
,,,-0.1128,-1.44,-0.56,0.016,,,,,
,,,-0.1126,-1.36,-0.56,0.016,,,,,
,,,-0.1124,-1.36,-0.56,0.016,,,,,
,,,-0.1122,-1.36,-0.56,0.016,,,,,
,,,-0.112,-1.36,-0.504,0.0144,,,,,
,,,-0.1118,-1.28,-0.504,0.0144,,,,,
,,,-0.1116,-1.28,-0.532,0.0152,,,,,
,,,-0.1114,-1.28,-0.532,0.0152,,,,,
,,,-0.1112,-1.28,-0.532,0.0152,,,,,
,,,-0.111,-1.28,-0.504,0.0144,,,,,
,,,-0.1108,-1.2,-0.504,0.0144,,,,,
,,,-0.1106,-1.2,-0.532,0.0152,,,,,
,,,-0.1104,-1.2,-0.56,0.016,,,,,
,,,-0.1102,-1.12,-0.504,0.0144,,,,,
,,,-0.11,-1.12,-0.476,0.0136,,,,,
,,,-0.1098,-1.12,-0.476,0.0136,,,,,
,,,-0.1096,-1.04,-0.476,0.0136,,,,,
,,,-0.1094,-1.04,-0.476,0.0136,,,,,
,,,-0.1092,-1.04,-0.448,0.0128,,,,,
,,,-0.109,-0.96,-0.448,0.0128,,,,,
,,,-0.1088,-0.96,-0.42,0.012,,,,,
,,,-0.1086,-0.96,-0.448,0.0128,,,,,
,,,-0.1084,-0.88,-0.42,0.012,,,,,
,,,-0.1082,-0.88,-0.476,0.0136,,,,,
,,,-0.108,-0.88,-0.42,0.012,,,,,
,,,-0.1078,-0.88,-0.42,0.012,,,,,
,,,-0.1076,-0.8,-0.392,0.0112,,,,,
,,,-0.1074,-0.8,-0.392,0.0112,,,,,
,,,-0.1072,-0.72,-0.42,0.012,,,,,
,,,-0.107,-0.72,-0.392,0.0112,,,,,
,,,-0.1068,-0.72,-0.364,0.0104,,,,,
,,,-0.1066,-0.64,-0.392,0.0112,,,,,
,,,-0.1064,-0.64,-0.42,0.012,,,,,
,,,-0.1062,-0.64,-0.364,0.0104,,,,,
,,,-0.106,-0.64,-0.392,0.0112,,,,,
,,,-0.1058,-0.56,-0.392,0.0112,,,,,
,,,-0.1056,-0.56,-0.364,0.0104,,,,,
,,,-0.1054,-0.56,-0.364,0.0104,,,,,
,,,-0.1052,-0.48,-0.336,0.0096,,,,,
,,,-0.105,-0.48,-0.308,0.0088,,,,,
,,,-0.1048,-0.48,-0.336,0.0096,,,,,
,,,-0.1046,-0.4,-0.308,0.0088,,,,,
,,,-0.1044,-0.32,-0.28,0.008,,,,,
,,,-0.1042,-0.32,-0.308,0.0088,,,,,
,,,-0.104,-0.32,-0.308,0.0088,,,,,
,,,-0.1038,-0.32,-0.28,0.008,,,,,
,,,-0.1036,-0.24,-0.308,0.0088,,,,,
,,,-0.1034,-0.24,-0.28,0.008,,,,,
,,,-0.1032,-0.16,-0.28,0.008,,,,,
,,,-0.103,-0.16,-0.252,0.0072,,,,,
,,,-0.1028,-0.16,-0.252,0.0072,,,,,
,,,-0.1026,-0.08,-0.224,0.0064,,,,,
,,,-0.1024,-0.08,-0.224,0.0064,,,,,
,,,-0.1022,-0.08,-0.224,0.0064,,,,,
,,,-0.102,0,-0.196,0.0056,,,,,
,,,-0.1018,0,-0.196,0.0056,,,,,
,,,-0.1016,0,-0.196,0.0056,,,,,
,,,-0.1014,0,-0.196,0.0056,,,,,
,,,-0.1012,-0.08,-0.196,0.0056,,,,,
,,,-0.101,0.08,-0.168,0.0048,,,,,
,,,-0.1008,0.16,-0.196,0.0056,,,,,
,,,-0.1006,0.16,-0.14,0.004,,,,,
,,,-0.1004,0.16,-0.14,0.004,,,,,
,,,-0.1002,0.24,-0.168,0.0048,,,,,
,,,-0.1,0.24,-0.14,0.004,,,,,
,,,-0.0998,0.24,-0.14,0.004,,,,,
,,,-0.0996,0.24,-0.14,0.004,,,,,
,,,-0.0994,0.24,-0.14,0.004,,,,,
,,,-0.0992,0.32,-0.112,0.0032,,,,,
,,,-0.099,0.4,-0.084,0.0024,,,,,
,,,-0.0988,0.32,-0.084,0.0024,,,,,
,,,-0.0986,0.4,-0.084,0.0024,,,,,
,,,-0.0984,0.4,-0.084,0.0024,,,,,
,,,-0.0982,0.48,-0.056,0.0016,,,,,
,,,-0.098,0.48,-0.056,0.0016,,,,,
,,,-0.0978,0.48,-0.056,0.0016,,,,,
,,,-0.0976,0.56,-0.056,0.0016,,,,,
,,,-0.0974,0.48,-0.056,0.0016,,,,,
,,,-0.0972,0.56,0,0,,,,,
,,,-0.097,0.64,0,0,,,,,
,,,-0.0968,0.56,0,0,,,,,
,,,-0.0966,0.72,0.028,-0.0008,,,,,
,,,-0.0964,0.72,0,0,,,,,
,,,-0.0962,0.72,0.028,-0.0008,,,,,
,,,-0.096,0.8,0.028,-0.0008,,,,,
,,,-0.0958,0.72,0.056,-0.0016,,,,,
