,,,CH1 T,CH1 V,CH2 T,CH2 V
,,,-0.0112,-1.28,-0.504,0.0144,,,,,
,,,-0.011,-1.28,-0.504,0.0144,,,,,
,,,-0.0108,-1.2,-0.504,0.0144,,,,,
,,,-0.0106,-1.2,-0.476,0.0136,,,,,
,,,-0.0104,-1.12,-0.504,0.0144,,,,,
,,,-0.0102,-1.2,-0.448,0.0128,,,,,
,,,-0.01,-1.12,-0.504,0.0144,,,,,
,,,-0.0098,-1.12,-0.504,0.0144,,,,,
,,,-0.0096,-1.04,-0.504,0.0144,,,,,
,,,-0.0094,-1.12,-0.448,0.0128,,,,,
,,,-0.0092,-1.04,-0.448,0.0128,,,,,
,,,-0.009,-0.96,-0.476,0.0136,,,,,
,,,-0.0088,-0.96,-0.504,0.0144,,,,,
,,,-0.0086,-0.88,-0.42,0.012,,,,,
,,,-0.0084,-0.96,-0.476,0.0136,,,,,
,,,-0.0082,-0.88,-0.448,0.0128,,,,,
,,,-0.008,-0.88,-0.42,0.012,,,,,
,,,-0.0078,-0.8,-0.392,0.0112,,,,,
,,,-0.0076,-0.8,-0.42,0.012,,,,,
,,,-0.0074,-0.8,-0.42,0.012,,,,,
,,,-0.0072,-0.8,-0.364,0.0104,,,,,
,,,-0.007,-0.8,-0.42,0.012,,,,,
,,,-0.0068,-0.72,-0.392,0.0112,,,,,
,,,-0.0066,-0.72,-0.392,0.0112,,,,,
,,,-0.0064,-0.64,-0.392,0.0112,,,,,
,,,-0.0062,-0.64,-0.392,0.0112,,,,,
,,,-0.006,-0.56,-0.42,0.012,,,,,
,,,-0.0058,-0.56,-0.336,0.0096,,,,,
,,,-0.0056,-0.56,-0.364,0.0104,,,,,
,,,-0.0054,-0.48,-0.336,0.0096,,,,,
,,,-0.0052,-0.56,-0.336,0.0096,,,,,
,,,-0.005,-0.48,-0.308,0.0088,,,,,
,,,-0.0048,-0.48,-0.336,0.0096,,,,,
,,,-0.0046,-0.48,-0.336,0.0096,,,,,
,,,-0.0044,-0.4,-0.28,0.008,,,,,
,,,-0.0042,-0.32,-0.308,0.0088,,,,,
,,,-0.004,-0.32,-0.308,0.0088,,,,,
,,,-0.0038,-0.32,-0.308,0.0088,,,,,
,,,-0.0036,-0.24,-0.28,0.008,,,,,
,,,-0.0034,-0.24,-0.28,0.008,,,,,
,,,-0.0032,-0.24,-0.252,0.0072,,,,,
,,,-0.003,-0.16,-0.28,0.008,,,,,
,,,-0.0028,-0.16,-0.28,0.008,,,,,
,,,-0.0026,-0.16,-0.252,0.0072,,,,,
,,,-0.0024,-0.16,-0.224,0.0064,,,,,
,,,-0.0022,-0.08,-0.252,0.0072,,,,,
,,,-0.002,-0.08,-0.224,0.0064,,,,,
,,,-0.0018,0,-0.196,0.0056,,,,,
,,,-0.0016,0.08,-0.196,0.0056,,,,,
,,,-0.0014,0,-0.196,0.0056,,,,,
,,,-0.0012,0.08,-0.224,0.0064,,,,,
,,,-0.001,0.08,-0.196,0.0056,,,,,
,,,-0.0008,0.16,-0.168,0.0048,,,,,
,,,-0.0006,0.16,-0.168,0.0048,,,,,
,,,-0.0004,0.16,-0.168,0.0048,,,,,
,,,-0.0002,0.16,-0.14,0.004,,,,,
,,,0,0.16,-0.112,0.0032,,,,,
,,,0.0002,0.24,-0.168,0.0048,,,,,
,,,0.0004,0.24,-0.112,0.0032,,,,,
,,,0.0006,0.32,-0.112,0.0032,,,,,
,,,0.0008,0.24,-0.14,0.004,,,,,
,,,0.001,0.32,-0.14,0.004,,,,,
,,,0.0012,0.32,-0.084,0.0024,,,,,
,,,0.0014,0.32,-0.084,0.0024,,,,,
,,,0.0016,0.4,-0.084,0.0024,,,,,
,,,0.0018,0.48,-0.084,0.0024,,,,,
,,,0.002,0.4,-0.028,0.0008,,,,,
,,,0.0022,0.48,-0.084,0.0024,,,,,
,,,0.0024,0.48,-0.056,0.0016,,,,,
,,,0.0026,0.48,-0.056,0.0016,,,,,
,,,0.0028,0.56,-0.056,0.0016,,,,,
,,,0.003,0.56,0,0,,,,,
,,,0.0032,0.64,0.028,-0.0008,,,,,
,,,0.0034,0.64,0.028,-0.0008,,,,,
,,,0.0036,0.64,0,0,,,,,
,,,0.0038,0.72,0.028,-0.0008,,,,,
,,,0.004,0.72,0,0,,,,,
,,,0.0042,0.8,0.028,-0.0008,,,,,
,,,0.0044,0.8,0.028,-0.0008,,,,,
,,,0.0046,0.8,0.028,-0.0008,,,,,
,,,0.0048,0.8,0.056,-0.0016,,,,,
,,,0.005,0.88,0.084,-0.0024,,,,,
,,,0.0052,0.88,0.056,-0.0016,,,,,
,,,0.0054,0.88,0.056,-0.0016,,,,,
,,,0.0056,0.96,0.112,-0.0032,,,,,
,,,0.0058,0.96,0.084,-0.0024,,,,,
,,,0.006,0.96,0.112,-0.0032,,,,,
,,,0.0062,0.96,0.112,-0.0032,,,,,
,,,0.0064,0.96,0.084,-0.0024,,,,,
,,,0.0066,1.04,0.112,-0.0032,,,,,
,,,0.0068,1.04,0.112,-0.0032,,,,,
,,,0.007,1.04,0.112,-0.0032,,,,,
,,,0.0072,1.12,0.112,-0.0032,,,,,
,,,0.0074,1.04,0.14,-0.004,,,,,
,,,0.0076,1.2,0.14,-0.004,,,,,
,,,0.0078,1.2,0.14,-0.004,,,,,
,,,0.008,1.2,0.168,-0.0048,,,,,
,,,0.0082,1.28,0.196,-0.0056,,,,,
,,,0.0084,1.28,0.168,-0.0048,,,,,
,,,0.0086,1.28,0.196,-0.0056,,,,,
,,,0.0088,1.28,0.168,-0.0048,,,,,
,,,0.009,1.28,0.168,-0.0048,,,,,
,,,0.0092,1.36,0.196,-0.0056,,,,,
,,,0.0094,1.28,0.196,-0.0056,,,,,
,,,0.0096,1.36,0.196,-0.0056,,,,,
,,,0.0098,1.44,0.224,-0.0064,,,,,
,,,0.01,1.44,0.224,-0.0064,,,,,
,,,0.0102,1.44,0.224,-0.0064,,,,,
,,,0.0104,1.44,0.196,-0.0056,,,,,
,,,0.0106,1.52,0.224,-0.0064,,,,,
,,,0.0108,1.52,0.224,-0.0064,,,,,
,,,0.011,1.52,0.252,-0.0072,,,,,
,,,0.0112,1.52,0.252,-0.0072,,,,,
,,,0.0114,1.52,0.252,-0.0072,,,,,
,,,0.0116,1.6,0.252,-0.0072,,,,,
,,,0.0118,1.52,0.28,-0.008,,,,,
,,,0.012,1.6,0.28,-0.008,,,,,
,,,0.0122,1.6,0.252,-0.0072,,,,,
,,,0.0124,1.68,0.28,-0.008,,,,,
,,,0.0126,1.6,0.308,-0.0088,,,,,
,,,0.0128,1.76,0.308,-0.0088,,,,,
,,,0.013,1.68,0.308,-0.0088,,,,,
,,,0.0132,1.76,0.336,-0.0096,,,,,
,,,0.0134,1.76,0.308,-0.0088,,,,,
,,,0.0136,1.76,0.336,-0.0096,,,,,
,,,0.0138,1.76,0.364,-0.0104,,,,,
,,,0.014,1.76,0.336,-0.0096,,,,,
,,,0.0142,1.84,0.336,-0.0096,,,,,
,,,0.0144,1.84,0.364,-0.0104,,,,,
,,,0.0146,1.84,0.364,-0.0104,,,,,
,,,0.0148,1.84,0.364,-0.0104,,,,,
,,,0.015,1.84,0.392,-0.0112,,,,,
,,,0.0152,1.92,0.364,-0.0104,,,,,
,,,0.0154,1.84,0.392,-0.0112,,,,,
,,,0.0156,1.92,0.392,-0.0112,,,,,
,,,0.0158,1.84,0.42,-0.012,,,,,
,,,0.016,1.92,0.42,-0.012,,,,,
,,,0.0162,1.92,0.42,-0.012,,,,,
,,,0.0164,1.92,0.42,-0.012,,,,,
,,,0.0166,2,0.392,-0.0112,,,,,
,,,0.0168,1.92,0.42,-0.012,,,,,
,,,0.017,1.92,0.448,-0.0128,,,,,
,,,0.0172,2,0.42,-0.012,,,,,
,,,0.0174,2,0.448,-0.0128,,,,,
,,,0.0176,2,0.448,-0.0128,,,,,
,,,0.0178,2,0.476,-0.0136,,,,,
,,,0.018,2.08,0.448,-0.0128,,,,,
,,,0.0182,2,0.476,-0.0136,,,,,
,,,0.0184,2,0.476,-0.0136,,,,,
,,,0.0186,2,0.448,-0.0128,,,,,
,,,0.0188,2.08,0.504,-0.0144,,,,,
,,,0.019,2.08,0.504,-0.0144,,,,,
,,,0.0192,2.08,0.504,-0.0144,,,,,
,,,0.0194,2.08,0.476,-0.0136,,,,,
,,,0.0196,1.92,0.504,-0.0144,,,,,
,,,0.0198,2.08,0.504,-0.0144,,,,,
,,,0.02,2.08,0.504,-0.0144,,,,,
,,,0.0202,2.08,0.504,-0.0144,,,,,
,,,0.0204,2.08,0.504,-0.0144,,,,,
,,,0.0206,2.08,0.476,-0.0136,,,,,
,,,0.0208,2.08,0.532,-0.0152,,,,,
,,,0.021,2.08,0.504,-0.0144,,,,,
,,,0.0212,2.16,0.532,-0.0152,,,,,
,,,0.0214,2.16,0.532,-0.0152,,,,,
,,,0.0216,2.16,0.532,-0.0152,,,,,
,,,0.0218,2.08,0.504,-0.0144,,,,,
,,,0.022,2.08,0.532,-0.0152,,,,,
,,,0.0222,2.08,0.532,-0.0152,,,,,
,,,0.0224,2.08,0.56,-0.016,,,,,
,,,0.0226,2.16,0.56,-0.016,,,,,
,,,0.0228,2.16,0.56,-0.016,,,,,
,,,0.023,2.08,0.588,-0.0168,,,,,
,,,0.0232,2.08,0.588,-0.0168,,,,,
,,,0.0234,2.16,0.56,-0.016,,,,,
,,,0.0236,2.16,0.56,-0.016,,,,,
,,,0.0238,2.16,0.56,-0.016,,,,,
,,,0.024,2.16,0.588,-0.0168,,,,,
,,,0.0242,2.16,0.588,-0.0168,,,,,
,,,0.0244,2.08,0.588,-0.0168,,,,,
,,,0.0246,2.08,0.588,-0.0168,,,,,
,,,0.0248,2.16,0.588,-0.0168,,,,,
,,,0.025,2.16,0.588,-0.0168,,,,,
,,,0.0252,2.08,0.616,-0.0176,,,,,
,,,0.0254,2.08,0.56,-0.016,,,,,
,,,0.0256,2.08,0.588,-0.0168,,,,,
,,,0.0258,2.08,0.616,-0.0176,,,,,
,,,0.026,2.08,0.588,-0.0168,,,,,
,,,0.0262,2.16,0.616,-0.0176,,,,,
,,,0.0264,2.08,0.616,-0.0176,,,,,
,,,0.0266,2.16,0.616,-0.0176,,,,,
,,,0.0268,2.16,0.588,-0.0168,,,,,
,,,0.027,2.08,0.616,-0.0176,,,,,
,,,0.0272,2.08,0.616,-0.0176,,,,,
,,,0.0274,2.08,0.616,-0.0176,,,,,
,,,0.0276,2.08,0.644,-0.0184,,,,,
,,,0.0278,2.08,0.588,-0.0168,,,,,
,,,0.028,2,0.588,-0.0168,,,,,
,,,0.0282,2,0.588,-0.0168,,,,,
,,,0.0284,2.08,0.588,-0.0168,,,,,
,,,0.0286,2,0.616,-0.0176,,,,,
,,,0.0288,2.08,0.616,-0.0176,,,,,
,,,0.029,2,0.616,-0.0176,,,,,
,,,0.0292,2,0.616,-0.0176,,,,,
,,,0.0294,1.92,0.644,-0.0184,,,,,
,,,0.0296,1.92,0.588,-0.0168,,,,,
,,,0.0298,2.08,0.588,-0.0168,,,,,
,,,0.03,2,0.644,-0.0184,,,,,
,,,0.0302,2,0.616,-0.0176,,,,,
,,,0.0304,1.92,0.644,-0.0184,,,,,
,,,0.0306,1.92,0.616,-0.0176,,,,,
,,,0.0308,1.92,0.644,-0.0184,,,,,
,,,0.031,1.92,0.672,-0.0192,,,,,
,,,0.0312,1.84,0.616,-0.0176,,,,,
,,,0.0314,1.92,0.616,-0.0176,,,,,
,,,0.0316,1.84,0.616,-0.0176,,,,,
,,,0.0318,1.84,0.644,-0.0184,,,,,
,,,0.032,1.76,0.588,-0.0168,,,,,
,,,0.0322,1.84,0.644,-0.0184,,,,,
,,,0.0324,1.76,0.616,-0.0176,,,,,
,,,0.0326,1.84,0.588,-0.0168,,,,,
,,,0.0328,1.76,0.616,-0.0176,,,,,
,,,0.033,1.76,0.616,-0.0176,,,,,
,,,0.0332,1.76,0.616,-0.0176,,,,,
,,,0.0334,1.76,0.616,-0.0176,,,,,
,,,0.0336,1.68,0.588,-0.0168,,,,,
,,,0.0338,1.76,0.616,-0.0176,,,,,
,,,0.034,1.68,0.588,-0.0168,,,,,
,,,0.0342,1.68,0.644,-0.0184,,,,,
,,,0.0344,1.6,0.588,-0.0168,,,,,
,,,0.0346,1.68,0.616,-0.0176,,,,,
,,,0.0348,1.6,0.616,-0.0176,,,,,
,,,0.035,1.6,0.616,-0.0176,,,,,
,,,0.0352,1.52,0.616,-0.0176,,,,,
,,,0.0354,1.6,0.588,-0.0168,,,,,
,,,0.0356,1.52,0.588,-0.0168,,,,,
,,,0.0358,1.52,0.588,-0.0168,,,,,
,,,0.036,1.52,0.588,-0.0168,,,,,
,,,0.0362,1.52,0.588,-0.0168,,,,,
,,,0.0364,1.52,0.588,-0.0168,,,,,
,,,0.0366,1.44,0.616,-0.0176,,,,,
,,,0.0368,1.36,0.588,-0.0168,,,,,
,,,0.037,1.44,0.588,-0.0168,,,,,
,,,0.0372,1.36,0.588,-0.0168,,,,,
,,,0.0374,1.36,0.56,-0.016,,,,,
,,,0.0376,1.36,0.56,-0.016,,,,,
,,,0.0378,1.36,0.56,-0.016,,,,,
,,,0.038,1.28,0.56,-0.016,,,,,
,,,0.0382,1.28,0.532,-0.0152,,,,,
,,,0.0384,1.28,0.532,-0.0152,,,,,
,,,0.0386,1.28,0.532,-0.0152,,,,,
,,,0.0388,1.28,0.504,-0.0144,,,,,
,,,0.039,1.28,0.532,-0.0152,,,,,
,,,0.0392,1.2,0.56,-0.016,,,,,
,,,0.0394,1.2,0.532,-0.0152,,,,,
,,,0.0396,1.2,0.476,-0.0136,,,,,
,,,0.0398,1.12,0.504,-0.0144,,,,,
,,,0.04,1.12,0.504,-0.0144,,,,,
,,,0.0402,1.12,0.504,-0.0144,,,,,
,,,0.0404,1.04,0.504,-0.0144,,,,,
,,,0.0406,1.04,0.476,-0.0136,,,,,
,,,0.0408,1.04,0.476,-0.0136,,,,,
,,,0.041,1.04,0.504,-0.0144,,,,,
,,,0.0412,0.96,0.504,-0.0144,,,,,
,,,0.0414,0.96,0.476,-0.0136,,,,,
,,,0.0416,0.96,0.448,-0.0128,,,,,
,,,0.0418,0.88,0.476,-0.0136,,,,,
,,,0.042,0.96,0.448,-0.0128,,,,,
,,,0.0422,0.88,0.448,-0.0128,,,,,
,,,0.0424,0.88,0.448,-0.0128,,,,,
,,,0.0426,0.8,0.448,-0.0128,,,,,
,,,0.0428,0.8,0.448,-0.0128,,,,,
,,,0.043,0.8,0.42,-0.012,,,,,
,,,0.0432,0.8,0.448,-0.0128,,,,,
,,,0.0434,0.72,0.392,-0.0112,,,,,
,,,0.0436,0.72,0.42,-0.012,,,,,
,,,0.0438,0.72,0.392,-0.0112,,,,,
,,,0.044,0.64,0.42,-0.012,,,,,
,,,0.0442,0.64,0.364,-0.0104,,,,,
,,,0.0444,0.64,0.42,-0.012,,,,,
,,,0.0446,0.56,0.42,-0.012,,,,,
,,,0.0448,0.56,0.392,-0.0112,,,,,
,,,0.045,0.48,0.364,-0.0104,,,,,
,,,0.0452,0.48,0.336,-0.0096,,,,,
,,,0.0454,0.48,0.364,-0.0104,,,,,
,,,0.0456,0.4,0.364,-0.0104,,,,,
,,,0.0458,0.4,0.308,-0.0088,,,,,
,,,0.046,0.48,0.308,-0.0088,,,,,
,,,0.0462,0.32,0.28,-0.008,,,,,
,,,0.0464,0.32,0.308,-0.0088,,,,,
,,,0.0466,0.32,0.252,-0.0072,,,,,
,,,0.0468,0.32,0.308,-0.0088,,,,,
,,,0.047,0.24,0.28,-0.008,,,,,
,,,0.0472,0.24,0.28,-0.008,,,,,
,,,0.0474,0.24,0.28,-0.008,,,,,
,,,0.0476,0.24,0.252,-0.0072,,,,,
,,,0.0478,0.24,0.28,-0.008,,,,,
,,,0.048,0.24,0.28,-0.008,,,,,
,,,0.0482,0.16,0.224,-0.0064,,,,,
,,,0.0484,0.16,0.224,-0.0064,,,,,
,,,0.0486,0.08,0.224,-0.0064,,,,,
,,,0.0488,0.08,0.224,-0.0064,,,,,
,,,0.049,0.08,0.224,-0.0064,,,,,
,,,0.0492,0,0.224,-0.0064,,,,,
,,,0.0494,0,0.196,-0.0056,,,,,
,,,0.0496,-0.08,0.196,-0.0056,,,,,
,,,0.0498,-0.08,0.168,-0.0048,,,,,
,,,0.05,-0.08,0.168,-0.0048,,,,,
,,,0.0502,-0.08,0.168,-0.0048,,,,,
,,,0.0504,-0.16,0.168,-0.0048,,,,,
,,,0.0506,-0.16,0.112,-0.0032,,,,,
,,,0.0508,-0.16,0.084,-0.0024,,,,,
,,,0.051,-0.16,0.112,-0.0032,,,,,
,,,0.0512,-0.24,0.112,-0.0032,,,,,
,,,0.0514,-0.16,0.112,-0.0032,,,,,
,,,0.0516,-0.24,0.084,-0.0024,,,,,
,,,0.0518,-0.16,0.112,-0.0032,,,,,
,,,0.052,-0.32,0.056,-0.0016,,,,,
,,,0.0522,-0.32,0.028,-0.0008,,,,,
,,,0.0524,-0.4,0.028,-0.0008,,,,,
,,,0.0526,-0.4,0.056,-0.0016,,,,,
,,,0.0528,-0.4,0.028,-0.0008,,,,,
,,,0.053,-0.48,0.056,-0.0016,,,,,
,,,0.0532,-0.48,0,0,,,,,
,,,0.0534,-0.56,0,0,,,,,
,,,0.0536,-0.56,0,0,,,,,
,,,0.0538,-0.56,0,0,,,,,
,,,0.054,-0.56,-0.028,0.0008,,,,,
,,,0.0542,-0.56,-0.056,0.0016,,,,,
,,,0.0544,-0.56,-0.056,0.0016,,,,,
,,,0.0546,-0.72,-0.028,0.0008,,,,,
,,,0.0548,-0.64,-0.028,0.0008,,,,,
,,,0.055,-0.64,-0.056,0.0016,,,,,
,,,0.0552,-0.72,-0.112,0.0032,,,,,
,,,0.0554,-0.72,-0.112,0.0032,,,,,
,,,0.0556,-0.8,-0.112,0.0032,,,,,
,,,0.0558,-0.8,-0.112,0.0032,,,,,
,,,0.056,-0.72,-0.084,0.0024,,,,,
,,,0.0562,-0.8,-0.112,0.0032,,,,,
,,,0.0564,-0.88,-0.112,0.0032,,,,,
,,,0.0566,-0.88,-0.14,0.004,,,,,
,,,0.0568,-0.96,-0.14,0.004,,,,,
,,,0.057,-0.96,-0.168,0.0048,,,,,
,,,0.0572,-0.96,-0.14,0.004,,,,,
,,,0.0574,-0.96,-0.168,0.0048,,,,,
,,,0.0576,-1.2,-0.168,0.0048,,,,,
,,,0.0578,-0.96,-0.196,0.0056,,,,,
,,,0.058,-1.04,-0.196,0.0056,,,,,
,,,0.0582,-1.04,-0.196,0.0056,,,,,
,,,0.0584,-1.12,-0.196,0.0056,,,,,
,,,0.0586,-1.12,-0.196,0.0056,,,,,
,,,0.0588,-1.12,-0.224,0.0064,,,,,
,,,0.059,-1.2,-0.252,0.0072,,,,,
,,,0.0592,-1.2,-0.252,0.0072,,,,,
,,,0.0594,-1.2,-0.224,0.0064,,,,,
,,,0.0596,-1.28,-0.28,0.008,,,,,
,,,0.0598,-1.2,-0.28,0.008,,,,,
,,,0.06,-1.28,-0.252,0.0072,,,,,
,,,0.0602,-1.28,-0.28,0.008,,,,,
,,,0.0604,-1.36,-0.308,0.0088,,,,,
,,,0.0606,-1.36,-0.28,0.008,,,,,
,,,0.0608,-1.36,-0.28,0.008,,,,,
,,,0.061,-1.36,-0.336,0.0096,,,,,
,,,0.0612,-1.44,-0.28,0.008,,,,,
,,,0.0614,-1.36,-0.308,0.0088,,,,,
,,,0.0616,-1.36,-0.336,0.0096,,,,,
,,,0.0618,-1.44,-0.336,0.0096,,,,,
,,,0.062,-1.44,-0.364,0.0104,,,,,
,,,0.0622,-1.52,-0.336,0.0096,,,,,
,,,0.0624,-1.44,-0.336,0.0096,,,,,
,,,0.0626,-1.52,-0.364,0.0104,,,,,
,,,0.0628,-1.52,-0.336,0.0096,,,,,
,,,0.063,-1.6,-0.364,0.0104,,,,,
,,,0.0632,-1.6,-0.364,0.0104,,,,,
,,,0.0634,-1.6,-0.42,0.012,,,,,
,,,0.0636,-1.6,-0.42,0.012,,,,,
,,,0.0638,-1.6,-0.392,0.0112,,,,,
,,,0.064,-1.6,-0.42,0.012,,,,,
,,,0.0642,-1.6,-0.42,0.012,,,,,
,,,0.0644,-1.68,-0.448,0.0128,,,,,
,,,0.0646,-1.6,-0.392,0.0112,,,,,
,,,0.0648,-1.68,-0.42,0.012,,,,,
,,,0.065,-1.68,-0.42,0.012,,,,,
,,,0.0652,-1.76,-0.448,0.0128,,,,,
,,,0.0654,-1.76,-0.448,0.0128,,,,,
,,,0.0656,-1.76,-0.476,0.0136,,,,,
,,,0.0658,-1.76,-0.476,0.0136,,,,,
,,,0.066,-1.76,-0.476,0.0136,,,,,
,,,0.0662,-1.76,-0.448,0.0128,,,,,
,,,0.0664,-1.84,-0.504,0.0144,,,,,
,,,0.0666,-1.84,-0.504,0.0144,,,,,
,,,0.0668,-1.84,-0.476,0.0136,,,,,
,,,0.067,-1.84,-0.504,0.0144,,,,,
,,,0.0672,-1.84,-0.504,0.0144,,,,,
,,,0.0674,-1.92,-0.532,0.0152,,,,,
,,,0.0676,-1.92,-0.532,0.0152,,,,,
,,,0.0678,-1.84,-0.532,0.0152,,,,,
,,,0.068,-1.92,-0.56,0.016,,,,,
,,,0.0682,-1.84,-0.532,0.0152,,,,,
,,,0.0684,-1.92,-0.532,0.0152,,,,,
,,,0.0686,-1.92,-0.56,0.016,,,,,
,,,0.0688,-2,-0.56,0.016,,,,,
,,,0.069,-2,-0.588,0.0168,,,,,
,,,0.0692,-2,-0.56,0.016,,,,,
,,,0.0694,-2,-0.588,0.0168,,,,,
,,,0.0696,-2,-0.588,0.0168,,,,,
,,,0.0698,-2,-0.56,0.016,,,,,
,,,0.07,-2,-0.588,0.0168,,,,,
,,,0.0702,-2.08,-0.588,0.0168,,,,,
,,,0.0704,-2.08,-0.588,0.0168,,,,,
,,,0.0706,-2,-0.588,0.0168,,,,,
,,,0.0708,-2,-0.616,0.0176,,,,,
,,,0.071,-2,-0.616,0.0176,,,,,
,,,0.0712,-2.08,-0.588,0.0168,,,,,
,,,0.0714,-2.08,-0.644,0.0184,,,,,
,,,0.0716,-2.08,-0.616,0.0176,,,,,
,,,0.0718,-2.08,-0.616,0.0176,,,,,
,,,0.072,-2.08,-0.644,0.0184,,,,,
,,,0.0722,-2.08,-0.588,0.0168,,,,,
,,,0.0724,-2.08,-0.644,0.0184,,,,,
,,,0.0726,-2.08,-0.588,0.0168,,,,,
,,,0.0728,-2.08,-0.616,0.0176,,,,,
,,,0.073,-2.08,-0.644,0.0184,,,,,
,,,0.0732,-2.08,-0.616,0.0176,,,,,
,,,0.0734,-2,-0.616,0.0176,,,,,
,,,0.0736,-2.08,-0.644,0.0184,,,,,
,,,0.0738,-2.08,-0.616,0.0176,,,,,
,,,0.074,-2.08,-0.644,0.0184,,,,,
,,,0.0742,-2.08,-0.644,0.0184,,,,,
,,,0.0744,-2.08,-0.644,0.0184,,,,,
,,,0.0746,-2.08,-0.616,0.0176,,,,,
,,,0.0748,-2.16,-0.644,0.0184,,,,,
,,,0.075,-2.08,-0.644,0.0184,,,,,
,,,0.0752,-2.08,-0.672,0.0192,,,,,
,,,0.0754,-2.08,-0.644,0.0184,,,,,
